"체육시설일련번호","자치구","시설명","시설유형","시설우편번호","시설주소","시설상세주소","시설규모","운영기관","연락처","운영시간_평일","운영시간_주말","운영시간_공휴일","시설대관여부","시설사용료","주차정보","홈페이지","시설종류","시설운영상태","시설편의시설","비고"
"915","마포","성미산체육관","공공체육시설","","서울특별시 마포구 성산동 산12-1","","1,723.52m²","마포구시설관리공단","02-324-9860","06:00~22:00","06:00~22:00 / 마지막 주 월요일 및 신정, 설 연휴, 추석 연휴 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이 ","주차 가능 (14면)","http://mapogym.or.kr/93","생활체육관","운영","샤워실, 탈의실, 락커룸, 매점, 스포츠용품샵","* 21.11.01(월) 기준, 이용가능대상 - 백신접종완료 후, 14일이 경과한 자 - 48시간 내 PCR음성확인서를 발급받은 자 - 만 18세 이하"
"737","관악","성보고등학교","공공체육시설","","서울특별시 관악구 남부순환로156길 39","","체육장 18,091㎡","성보고등학교","02-862-8409","학생 귀가 후~일몰 시까지","토요일 06:00~18:00, 일요일 및 공휴일 07:00~18:00","","가능","(1시간 기준) 체육관 : 25,000~60,000원 운동장 : 30,000~100,000원","주차 불가","https://sungbo.sen.hs.kr/","고등학교","휴관","샤워실, 탈의실, 창고",""
"1615","성북","성북구립휘트니스","공공체육시설","02870","서울특별시 성북구 보문로29길 49","(삼선동 3가 43-1)","헬스장 (212.56㎡, 약64평), 탈의실 및 샤워실 (61.79㎡, 약 19평), 기구필라테스(45.86㎡, 약 14평)","성북구도시관리공단","02-2241-0691","전화문의","전화문의","-","불가능","전화문의","전화문의","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400593","생활체육관","운영","",""
"938","성북","성북구민체육센터","공공체육시설","02748","서울특별시 성북구 화랑로13길 144","","지상 2층","성북구 도시관리공단","02-909-3497","05:30~22:00 ","토요일 05:30-17:00, 일요일 휴관 / 공휴일 09:00-17:00","","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (40면)","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400116","생활체육관","운영","샤워실, 탈의실, 휴게실, 매점",""
"1420","성북","성북구민회관 헬스장","공공체육시설","02831","서울특별시 성북구 성북로4길 177","","유산소기구 총 23대, 웨이트기구 19대, 마사지기구 8대 (242㎡)","성북구도시관리공단","02-2241-0677","06:00~22:00","토요일 07:00~18:00, 일요일 휴관 / 공휴일 09:00~18:00","","가능","운영 프로그램에 따라 이용 요금 상이","성북구민회관 주차장 이용","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400079","기타","운영","샤워실, 탈의실",""
"941","성북","성북종합레포츠타운","공공체육시설","02780","서울특별시 성북구 한천로58길 307","","지하 1층, 지상 5층 (8,659.77m²)","성북구 도시관리공단","02-6917-1100","06:00~22:00","토요일 06:00~18:00, 일요일 휴무 / 공휴일 10:00~18:00","풋살 및 족구장 : 06:00~24:00 운영  ","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (68면)","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400266","생활체육관","운영","샤워실, 탈의실, 의무실",""
"942","성북","성북종합레포츠타운 골프장","공공체육시설","02780","서울특별시 성북구 한천로58길 307 ","4층 골프장","4층 GDR 타석 : 골프존의 GDR 스크린 연습장, GDR 12대 보유 5층 인도어 타석 : 비거리 30야드, 총 15타석, 퍼팅장, 숏게임 연습장","성북구 도시관리공단","02-6917-1100","06:00-22:00","토요일 06:00~18:00, 일요일 휴관 / 공휴일 : 10:00~18:00","","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (68면)","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400266","골프연습장","운영","샤워실, 탈의실, 의무실",""
"943","성북","성북종합레포츠타운 수영장","공공체육시설","02780","서울특별시 성북구 한천로58길 307 ","2층 수영장","성인풀 (25m) 6레인, 어린이풀 (15m)","성북구 도시관리공단","02-6917-1100","06:00~22:00 ","토요일 06:00~18:00, 일요일 휴관 / 공휴일 10:00~18:00"," ","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (68면)","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400266","수영장","운영","샤워실, 탈의실, 의무실 ",""
"1418","성북","성북종합레포츠타운 족구장","공공체육시설","02780","서울특별시 성북구 한천로58길 307","","15m×6.5m (2면)","성북구도시관리공단","02-6917-1100","06:00~24:00","06:00~24:00","","가능","(2시간 기준) 평일 : 오전 40,000원 / 오후 50,000원 / 야간 72,000원 주말 및 공휴일 : 72,000원 * 기타 행사 대관 요금 별도","성북종합레포츠타운 주차장 이용","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400270","족구장","운영","조명 시설",""
"1417","성북","성북종합레포츠타운 풋살장","공공체육시설","02780","서울특별시 성북구 한천로58길 307","","40m×20m (인조 잔디)","성북구도시관리공단","02-6917-1100","06:00~24:00","06:00~24:00","","가능","(2시간 기준) 평일 : 오전 40,000원 / 오후 50,000원 / 야간 72,000원 주말 및 공휴일 : 72,000원 * 기타 행사 대관 요금 별도","성복레포츠타운 주차장 이용 ","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400270","풋살장","운영","조명시설",""
"1421","성북","성북펜싱체육관","공공체육시설","02798","서울특별시 성북구 종암로24가길 109 ","3층 펜싱체육관","펜싱 경기대 4개 (240.67㎡) / 지상 3층","성북구도시관리공단","02-2241-0681","06:00~22:00","토요일 06:00~18:00, 일요일 및 공휴일 휴관","","가능","운영 프로그램에 따라 이용 요금 상이","1층 필로티 주차장 이용","https://www.gongdan.go.kr/portal/main/contents.do?menuNo=400340","기타","운영","샤워실, 탈의실, 개인사물함, 옥상정원",""
"810","강동","성일초등학교","학교체육시설","","서울특별시 강동구 성내로15길 33","","운동장 : 4,187m² / 체육관 : 575m² / 수영장","성일초등학교","02-475-4641","06:00~22:00","07:00~22:00","수업 시간 외 사용 가능","가능","체육관 : 20,000원 / 운동장 : 15,000원 * 이용 시설 및 용도에 따라 요금 차이 발생 가능","주차 불가","http://seongil.sen.es.kr/index.do","초등학교","휴관","샤워실, 탈의실",""
"1571","송파","소리공원 농구장","공공체육시설","05856","서울특별시 송파구 법원로5길 3","","농구장 1면","송파구청 공원녹지과","02-2147-3404","00:00~24:00","00:00~24:00","","불가능","","주차장없음","","농구장","운영","화장실, 휴게시설",""
"1572","송파","소리공원 배드민턴장","공공체육시설","05856","서울특별시 송파구 법원로5길 3","","배드민턴 코트 1면","송파구청 공원녹지과","02-2147-3404","00:00~24:00","00:00~24:00","","불가능","","주차장 없음","","배드민턴장","운영","화장실, 휴게시설",""
"1161","중구","손기정문화체육센터","공공체육시설","","서울특별시 중구 손기정로 101  ","손기정체육공원","손기정공원 29,682.2㎡, 체육센터 연면적 1,271㎡ ","중구시설관리공단","02-2280-8460","06:00~22:00","주말 09:00~18:00 / 둘째 주, 넷째 주 일요일 및 공휴일 휴관","코로나 19 감염병 예방을 위해 매주 일요일 및 공휴일 휴관으로 일시 변경","가능","운영 프로그램 별 이용 요금 상이 ","주차 가능","","생활체육관","운영","샤워실, 휴게실, 개인사물함","21.11.01(월) 기준, * 이용 가능 대상 : 접종완료자, PCR음성확인자, 만18세미만, 접종불가자"
"1163","중구","손기정문화체육센터 축구장","공공체육시설","","서울특별시 중구 손기정로 101  ","손기정공원 내","3,465㎡ (48m x 72m), 인조잔디축구장 1면","중구시설관리공단","02-2280-8460","10:00~18:00","주말 10:00~18:00 / 신정(1일), 구정연휴(3일), 추석연휴(3일) 휴관","","불가능","평일 : 55,000원 주말 및 공휴일 : 77,000원","손기정체육공원공영주차장 5분당 150원(194면)","https://www.e-junggu.or.kr/fmcs/220","축구장","운영","주차장, 그늘막","21.11.01(월) 기준, * 이용 가능 대상 : 접종완료자, PCR음성확인자, 만18세미만, 접종불가자"
"1165","중구","손기정문화체육센터 테니스장","공공체육시설","04501","서울특별시 중구 손기정로 101 ","손기정체육공원 내 테니스장","테니스장 2면 (1,293.4㎡)","중구시설관리공단","02-2280-8460","06:00~21:00","신정(1일), 설날연휴(3일), 추석연휴(3일) 휴관","우천 시에는 운영하지 않음  일일이용 입장은 주말 및 공휴일 이용 불가","불가능","개인강습 : 주 2회 120,000원 / 주 4회 240,000원 일일이용 : 8,000원 (1시간 기준) ","손기정체육공원공영주차장 이용 (194면) 5분당 150원 ","https://www.e-junggu.or.kr/fmcs/220","테니스장","운영","벤치","21.11.01(월) 기준, * 이용 가능 대상 : 접종완료자, PCR음성확인자, 만18세미만, 접종불가자"
"1531","강북","솔밭근린공원 배드민턴장","공공체육시설","01007","서울특별시 강북구 삼양로 561","","배드민턴 코트 1면","강북구청 공원녹지과","02-901-6953","00:00~24:00","00:00~24:00","","불가능","","-","https://www.gangbuk.go.kr/www/contents.do?key=699","배드민턴장","운영","화장실, 음수대, 산책로",""
"1563","강동","송림근린공원 배드민턴장","공공체육시설","05233","서울특별시 강동구 고덕로 지하253","","배드민턴 코트 2면","강동구청 푸른도시과","02-3425-6440","00:00~24:00","00:00~24:00","","불가능","","주차 불가","","배드민턴장","운영","휴게시설",""
"1562","강동","송림근린공원 테니스장","공공체육시설","05233","서울특별시 강동구 고덕로 지하253","","테니스 코트 2면","강동구청 푸른도시과","02-3425-6440","00:00~24:00","00:00~24:00","","불가능","","주차 불가","","테니스장","운영","휴게시설",""
"1570","송파","송이공원 미니풋살장","공공체육시설","05798","서울특별시 송파구 송이로31길 4","","풋살장 1면","송파구청 공원녹지과","02-2147-3391","00:00~24:00","00:00~24:00","6세~10세 어린이 전용 미니 풋살장","불가능","","주차장 없음","","풋살장","운영","화장실",""
"1569","송파","송이공원 배드민턴장","공공체육시설","05798","서울특별시 송파구 송이로31길 4","","배드민턴 코트 5면","송파구청 공원녹지과","02-2147-3391","00:00~24:00","00:00~24:00","","불가능","","주차장 없음","","배드민턴장","운영","화장실",""
"884","성동","송정체육공원 게이트볼장","공공체육시설","","서울특별시 성동구 송정동 73-254","","게이트볼장 (2,322㎡)","성동구청","02-2204-7600","00:00~24:00","00:00~24:00","","불가능","무료","주차 불가","-","게이트볼장","운영","의자, 그늘막",""
"1677","송파","송파1동배드민턴장","공공체육시설","05676","서울특별시 송파구 송파대로 지하354","송파구 송파동 95-45","배드민턴장 1면, 야외운동기구 11기","송파구청 생활체육과","02-2147-5134","06:00~22:00","06:00~22:00","-","불가능","","주차장 없음","https://www.songpa.go.kr/culture/contents.do?key=5415&","배드민턴장","운영","",""
"971","송파","송파구배드민턴체육관","공공체육시설","","서울특별시 송파구 문정로 176","","배드민턴장 8면","송파구시설관리공단","02-403-2839","06:00~22:00","06:00~22:00 / 매월 둘째 주 월요일, 넷째 주 월요일, 매년 1월 1일, 설연휴, 어린이날(5월 5일), 석가탄신일, 추석연휴, 성탄절(12월 25일) 휴관","휴관일 체육관 내 사전공지","가능","평일 : 2,500원, 주말 및 휴일 : 3,200원, 월 회원 : 43,000원","주차무료 (15면)","http://www.songpagongdan.or.kr/sports/sports02.asp","배드민턴장","운영","사무실, 락카룸, 샤워장",""
"973","송파","송파구여성축구장","공공체육시설","05540","서울특별시 송파구 올림픽로 474","","인조잔디 축구장 1면 (54m×94m) ","송파구시설관리공단","02-412-5969","08:00~22:00","09:00~18:00 / 공휴일 휴관","등록팀 공개 추첨 원칙, 매월 셋째주 금요일 19시, 송파구여성축구장 관리사무소 1층","가능","평일주간: 100,000원, 평일야간, 토?일?공휴일: 130,000원","주차 가능 (21면)","https://www.songpa.go.kr/culture/contents.do?key=5398&","축구장","운영","본부석, 관람대, 음수대, 화장실",""
"975","송파","송파구체육문화회관","공공체육시설","","서울특별시 송파구 양산로 15","","지하 2층, 지상 3층 (건축면적 2,629평)","송파구시설관리공단","02-402-3291","06:00~22:00","주말 및 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 용금 상이","주차 가능 (91대), 수강생에 한하여 강좌 시간 전후 1시간 30분 무료, 주차장 협소","https://www.esongpa.or.kr/fmcs/141","생활체육관","운영","샤워실, 탈의실, 라운지, 스포츠용품점, 매점, 식당",""
"976","송파","송파구체육문화회관 골프장","공공체육시설","","서울특별시 송파구 양산로 15 ","3층 골프장","9타석","송파구시설관리공단","02-402-3291","06:00~22:00","09:00~18:00 / 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 용금 상이","주차 가능 (91대), 수강생에 한하여 강좌 시간 전후 1시간 30분 무료, 주차장 협소","https://www.esongpa.or.kr/fmcs/141","골프연습장","운영","샤워실, 탈의실, 라운지, 스포츠용품점, 매점, 식당",""
"977","송파","송파구체육문화회관 수영장","공공체육시설","","서울특별시 송파구 양산로 15 ","지하 2층 수영장","성인풀 6레인, 유아풀 3레인 ","송파구시설관리공단","02-402-3291","06:00~22:00","09:00~18:00 / 공휴일 휴관","","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (91대), 수강생에 한하여 강좌 시간 전후 1시간 30분 무료, 주차장 협소","https://www.esongpa.or.kr/fmcs/141","수영장","운영","샤워실, 탈의실, 라운지, 스포츠용품점, 매점, 식당",""
"974","송파","송파시각장애인축구장","공공체육시설","05540","서울특별시 송파구 올림픽로 474","","인조잔디 축구장 1면 (20m×40m)","송파구장애인체육회","02-2202-8144","09:00~18:00","09:00~18:00 / 일요일 휴관 / 공휴일 휴관","","가능","무료","주차장 없음","http://www.blindfootball.or.kr/","축구장","운영","샤워실, 탈의실, 선수대기실, 이용자대기실, 관람석",""
"978","송파","송파아우름체육센터","공공체육시설","","서울특별시 송파구 문정로 196","","복합구장 - 게이트볼장 4면(론볼링장 2면),농구장 2면 (족구 2면, 배드민턴 4면, 배구 2면), 라켓볼장 2면","송파구청 생활체육과","02-2147-5134","09:00~18:00","09:00~18:00 / 공휴일 휴관","","불가능","무료(라켓볼장만 유료)/개방","주차장없음","https://www.songpa.go.kr/culture/contents.do?key=5403&","기타","운영","화장실",""
"1672","송파","송파아우름체육센터 라켓볼장","공공체육시설","05743","서울특별시 송파구 오금로 455","(거여고가 하부, 거여동 11-2 외 2)","라켓볼장 2면","송파구라켓볼협회","02-404-5234","09:00~21:00","09:00~21:00","-","불가능","홈페이지 참조","주차장없음","https://www.songpa.go.kr/culture/contents.do?key=5408&","구기체육관","운영","",""
"979","송파","송파청소년수련센터","공공체육시설","","서울특별시 송파구 중대로4길 4","","지하 2층, 지상 3층","송파구청 아동청소년과","02-449-0500","06:00~22:00","09:00~18:00 / 공휴일 휴관","","가능","운영 프로그램에 따라 이용 요금 상이","1종목 수강 당 5시간 무료 (최대 10시간) 일반 주차료 최초 1시간 1,000원 이후 15분당 500원","http://www.youth1318.or.kr/","생활체육관","운영","휴카페",""
"1670","송파","송파테니스장","공공체육시설","05669","서울특별시 송파구 가락로 153","","테니스장 2면","송파구시설관리공단","02-3431-2471","07:00~18:00 ","07:00~18:00 ","(단, 동절기(11월~2월) 06:00~17:00)","가능","30,000원(2시간-평일 기준) *주말 및 야간 30% 할증","주차불가","https://www.songpa.go.kr/culture/contents.do?key=5405&","테니스장","운영","",""
"1653","동작","송학대 무브 스포츠 파크(송학대공원 다목적구장)","공공체육시설","06963","서울특별시 동작구 상도로 지하188","서울시 동작구 노량진동 325-2","배드민턴장 2면, 왕복달리기 2면, 걷기트랙 / 640㎡(194평)","동작구청","02-820-1114","전화문의","전화문의","-","가능","전화문의","전화문의","https://www.dongjak.go.kr/portal/bbs/B0000686/list.do?menuNo=200272","생활체육관","운영","",""
"1625","노원","수락산스포츠타운 야구장","공공체육시설","01639","서울특별시 노원구 수락산로8길 39","(139200) 노원구 상계동 125","면적 8,482㎡","노원구시설관리공단","02-2289-6853","06:00 ~ 22:00","06:00 ~ 22:00","-","가능","홈페이지 참고","전화문의","https://reservation.nowonsc.kr/sports/baseball_list","야구장","운영","",""
"1624","노원","수락산스포츠타운 축구장","공공체육시설","01639","서울특별시 노원구 수락산로8길 39","(139200) 노원구 상계동 125","층수 : 지상 연면적:8832㎡","노원구시설관리공단","02-2289-6789","06:00 ~ 22:00","06:00 ~ 22:00","","가능","홈페이지 참조","전화문의","https://reservation.nowonsc.kr/sports/soccer_list","축구장","운영","",""
"1626","노원","수락산스포츠타운 테니스장","공공체육시설","01639","서울특별시 노원구 수락산로8길 39","(139200) 노원구 상계동 125","면적:1,141㎡ / 코트수:3면","노원구시설관리공단","02)2289-6854","06:00 ~ 22:00","06:00 ~ 22:00","-","가능","홈페이지 참고","전화문","https://reservation.nowonsc.kr/sports/tennis_use?cate2=21","테니스장","운영","",""
"1053","노원","수락정 국궁장","공공체육시설","01633","서울특별시 노원구 덕릉로145길 86","","","대한궁도협회","02-939-5154","09:00~18:00","09:00~18:00","입회 후 사용 가능","불가능","입회비 : 300,000원","주차 불가","http://cafe.daum.net/SooLakJung","기타","운영","편의시설 없음",""
"1373","강서","수명산다목적체육관","공공체육시설","07638","서울특별시 강서구 강서로47마길 15","","지상 1층 (면적 757.02㎡)","강서구시설관리공단","02-6229-6682","화요일~금요일 06:00~20:50","일요일 09:00~16:50","월요일 및 신정, 설, 추석 연휴, 공휴일 휴관","가능","운영 프로그램에 따라 이용 요금 상이","주차 불가  대중교통 이용","https://sport.gssi.or.kr/page/sisul/08/","배드민턴장","운영","샤워실, 탈의실, 휴게실, 냉난방시설",""
"1475","강남","수서청소년센터","공공체육시설","06362","서울특별시 강남구 광평로 144","(수영장)","성인풀 5레인, 유아풀","사단법인한국청소년세상","02-2226-3611~4","06:00~22:00","06:00~22:00","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","http://www.youtra.or.kr/","수영장","휴관","샤워실, 탈의실, 락커룸, 휴게실, 옥상정원",""
"780","강남","수서청소년센터","공공체육시설","","서울특별시 강남구 광평로 144","","지하 2층, 지상 3층","사단법인한국청소년세상","02-2226-3611~4","06:00~22:00","06:00~22:00","","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","http://www.youtra.or.kr/","생활체육관","운영","샤워실, 탈의실, 락커룸, 휴게실, 옥상정원",""
"754","강북","수송중학교","학교체육시설","01061","서울특별시 강북구 한천로122길 21","","체육장 : 4,900㎡ ","수송중학교","02-900-5791","08:30~17:30",".","체육장에 한해 개방, 체육관 미개방 (2021.12.03 기준)","가능","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 20,000~50,000원 축구장(천연잔디) : 40,000~100,000원 * 대관 목적에 따라 사용료 상이","주차 불가","http://soosong.sen.ms.kr/index.do","중학교","운영","탈의실",""
"755","강북","수송초등학교","학교체육시설","01061","서울특별시 강북구 한천로124길 14","","체육장 2,419㎡, 체육관","수송초등학교","02-996-6494","06:00~07:30, 17:00~18:00","토요일 06:00~07:30, 13:00~18:00 / 일요일 09:00~18:00","* 체육관 개방 시간 별도","가능","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 불가","https://soosong.sen.es.kr/","초등학교","운영","샤워실, 탈의실, 창고",""
"1242","양천","해마루축구장","공공체육시설","08008","서울특별시 양천구 안양천로 812","","105m×70m","양천구청","02-2620-3417","08:00~18:00 ","08:00~18:00 ","","가능","무료","주차 가능 (무료)","https://www.yangcheon.go.kr/reservation/reservation/ex/reservationFac/View.do?riIdx=RI000180","축구장","운영","그늘막",""
"1054","노원","수암초등학교","학교체육시설","01725","서울특별시 노원구 중계로12길 9","","체육장 4,900㎡, 체육관","수암초등학교","02-3392-4277","17:00~일몰 시까지","토요일 13:00부터, 일요일 08:00부터, 공휴일 07:00부터 일몰 시까지","* 체육관 개방 시간 별도","가능","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 불가","https://suam.sen.es.kr/","초등학교","운영","샤워실, 탈의실, 창고",""
"1201","종로","숭인근린공원","공공체육시설","03110","서울특별시 종로구 동망산길 150","","1,500㎡","종로구청","02-2148-4152","00:00~24:00","00:00~24:00","","불가능","무료","주차 불가","http://parks.seoul.go.kr/parks/detailView.do?pIdx=1376","배드민턴장","운영","화장실, 음수대, 놀이터, 쉼터",""
"1101","동대문","숭인중학교","학교체육시설","02592","서울특별시 동대문구 천호대로47길 34","","체육장 7,971㎡, 체육관","숭인중학교","02-2215-0176","06:30~07:30, 16:30~18:30, 16:30~18:30(운동장) ","토요일 06:30~07:30, 13:00~18:30","일요일 및 공휴일 08:30~18:30 일요일 08:30~18:30(운동장, 동절기 ~17:00)","가능","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원(일반인 : 무료, 단체: 유료)","주차 불가","http://soongin.sen.ms.kr/index.do","중학교","운영","샤워실, 탈의실, 창고","* 운동장 개방, 체육관 미개방 (21.12.07 기준)"
"648","구로","시립구로청소년센터","공공체육시설","","서울특별시 구로구 구로동로 141","","지하 2층, 지상 4층","한국청소년연맹","02-838-1318","09:00~22:00","토요일 09:00~14:00 / 일요일, 공휴일 휴관","","불가능","<운영 프로그램>  자유수영 : 50,000원 토요소수반 : 70,000원 평일소수반 : 100,000~120,000원 ","<월간요금> 주간 10만원, 야간 4만원, 종일 14만원 - 주간 / 08:30~18:30 - 야간 / 18:30~익일08:30  <일일요금> - 회원 이용시 2시간 무료 - 초과 이용시 5분당 150원","http://www.guro1318.org/","생활체육관","휴관","샤워실, 탈의실, 카페",""
"647","구로","시립구로청소년센터 수영장","공공체육시설","","서울특별시 구로구 구로동로 141","","지하 2층, 지상 4층","서울시","02-838-1318","09:00-22:00","일요일, 공휴일 휴관","09:00-14:00","불가능","<운영 프로그램>  자유수영 : 50,000원 토요소수반 : 70,000원 평일소수반 : 100,000~120,000원","주차 가능","http://www.guro1318.org/","수영장","휴관","샤워실, 탈의실, 카페",""
"843","노원","시립노원청소년센터","공공체육시설","","서울특별시 노원구 덕릉로70길 99","","지하 2층, 지상 6층 (연면적 8,246㎡)","서울시","02-3391-4141","06:00~22:00","06:00~18:00 / 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 불가","http://youthcenter.or.kr/","생활체육관","운영","샤워실, 탈의실, 식당, 청소년 휴카페, 블럭방","21.11.01(월) 기준, 이용 가능 대상 - 백신접종완료 2주 경과자 - PCR 결과 48시간 이내 음성 확인자 - 백신접종 예외 소견서"
"842","노원","시립노원청소년센터 수영장","공공체육시설","","서울특별시 노원구 덕릉로70길 99","","지하 2층, 지상 6층","서울시","02-3391-4141","06:00~22:00","토요일 06:00~18:00, 일요일 09:00~18:00 / 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 불가","http://youthcenter.or.kr/","수영장","운영","샤워실, 탈의실, 식당, 청소년 휴카페, 블럭방","21.11.01(월) 기준, 이용 가능 대상 - 백신접종완료 2주 경과자 - PCR 결과 48시간 이내 음성 확인자 - 백신접종 예외 소견서"
"883","성동","시립성동청소년센터","공공체육시설","","서울특별시 성동구 고산자로 260","","지하 2층, 지상 3층","서울가톨릭청소년회","02-2296-4064","07:00~21:50","체육 시설은 주말 및 공휴일 휴관","","가능","운영 프로그램에 따라 이용 요금 상이","기본 1시간 1,000원 / 10분 초과당 500원 *프로그램 이용회원은  지하 1층 안내 접수대에서 할인권 발급 가능","http://sdyc.or.kr/main/ko/sub03_02.html","생활체육관","운영","샤워실, 탈의실, 개인사물함, 관람실","11/8(월) 기준, 접종증명 또는 음성확인제 실시 "
"882","성동","시립성동청소년센터 수영장","공공체육시설","","서울특별시 성동구 고산자로 260","","성인풀(25m) 5레인, 유아풀","서울가톨릭청소년회","02-2296-4062","07:00~21:50","체육 시설은 주말 및 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","기본 1시간 1,000원 / 10분 초과당 500원 *프로그램 이용회원은  지하 1층 안내 접수대에서 할인권 발급 가능","http://sdyc.or.kr/main/ko/sub03_01.html","수영장","운영","샤워실, 탈의실, 개인사물함, 관람실","11/8(월) 기준, 접종증명 또는 음성확인제 실시 "
"958","성북","시립성북청소년센터 드론축구장","공공체육시설","02764","서울특별시 성북구 한천로 660-9 ","지하 1층","유소년구장, 성인구장","시립성북청소년센터","02-3292-1318","13:00~18:00","토요일 13:00~18:00, 일요일 및 공휴일 휴관","","불가능","","주차 가능","http://www.sbyouth.or.kr/","기타","운영","샤워실, 탈의실, 개인사물함, 식당, 매점, 휴게실, 카페",""
"944","성북","시립성북청소년센터 수영장","공공체육시설","02764","서울특별시 성북구 한천로 660-9 ","지하 2층 수영장","성인풀(25m) 5레인, 유아풀","시립성북청소년센터","02-3292-1318","06:00~21:50","06:00~21:50","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","http://www.sbyouth.or.kr/","수영장","운영","샤워실, 탈의실, 개인사물함, 식당, 매점, 휴게실, 카페",""
"781","강남","신구초등학교","학교체육시설","","서울특별시 강남구 압구정로18길 28","","체육장 12,986㎡, 체육관","신구초등학교","02-549-6815","06:00~07:30, 17:00~20:00","토요일 06:00~07:30, 일요일 및 공휴일","","가능","(1시간 기준) 체육관 : 15,000~60,000원 운동장 : 15,000~100,000원","주차 불가","http://shingu.sen.es.kr/index.do","초등학교","운영","샤워실, 탈의실, 창고",""
"1580","영등포","신길근린공원 농구장","공공체육시설","07398","서울특별시 영등포구 도림로80길 8","","농구장 1면","영등포구청 푸른도시과","02-2670-3754","00:00~24:00","00:00~24:00","","불가능","","","","농구장","운영","화장실, 휴게시설, 음수대",""
"1579","영등포","신길근린공원 배드민턴장","공공체육시설","07398","서울특별시 영등포구 도림로80길 8","","배드민턴 코트","영등포구청 푸른도시과","02-2670-3755","00:00~24:00","00:00~24:00","","불가능","","","","배드민턴장","운영","화장실, 휴게시설, 음수대",""
"1254","영등포","신길종합사회복지관 수영장","공공체육시설","","서울특별시 영등포구 영등포로84길 24-5","","성인풀(25m) 6레인, 유아풀(수심 60cm)","사회복지법인 봉은","02-831-2755","06:00~22:00","토요일 06:00~18:00 / 일요일 및 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","http://www.singil.org/bbs/content.php?co_id=facility","수영장","운영","샤워실, 탈의실, 다목적활동실, 카페, 옥상정원",""
"785","강남","역삼청소년센터","공공체육시설","","서울특별시 강남구 논현로64길 7","","지하 4층, 지상 6층","사단법인홀리비전","02-550-3600","06:00~22:00","토요일 09:00~18:00, 일요일 및 국가지정 공휴일 휴관","","가능","운영 프로그램에 따라 이용 요금 상이","대중 교통 이용 권장 ","http://www.gyyc.kr/","생활체육관","운영","샤워실, 탈의실",""
"1255","영등포","신길종합사회복지관 체육관","공공체육시설","","서울특별시 영등포구 영등포로84길 24-5","","지하 2층, 지상 4층","사회복지법인 봉은","02-831-2755","06:00~22:00","토요일 06:00~18:00 / 일요일 및 공휴일 휴관","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","http://www.singil.org/bbs/content.php?co_id=facility","생활체육관","운영","샤워실, 탈의실, 다목적활동실, 카페, 옥상정원",""
"1527","중랑","신내근린공원 농구장","공공체육시설","02069","서울특별시 중랑구 신내로 66","","농구장","중랑구청 공원녹지과","02-2094-2358","00:00~24:00","00:00~24:00","","불가능","","별도의 주차 공간 없음 대중교통 이용 권장","","농구장","운영","-",""
"1183","중랑","신내다목적체육관","공공체육시설","","서울특별시 중랑구 신내로 21길 115-14 ","신내근린공원 내","지상 1층 (연면적 1,822㎡)","중랑구시설관리공단","02-3422-4350","06:00~22:00","06:00~21:00","매월 첫째주 월요일, 셋째주 화요일 휴관,  신정, 설날/추석 당일, 중랑구시설관리공단 창립기념일 휴관","가능","운영 프로그램에 따라 이용 요금 상이","주차 시설 없음 (주차 불가)","https://www.jungnangimc.or.kr/html/01070100","생활체육관","운영","샤워실, 탈의실, 휴게실, 스포츠용품점","21.11.01(월) 기준 제한 운영 내용 * 월회원 및 중랑구민 중 백신접종완료자 이용 가능"
